Country,Country_code,Who_region,Wb_income,Year,Month,Agegroup,Deaths
Cyprus,CYP,EUR,HIC,2021,2,0_4,
Cyprus,CYP,EUR,HIC,2021,1,5_14,0
Cyprus,CYP,EUR,HIC,2021,1,0_4,
Burundi,BDI,AFR,LIC,2021,3,5_14,
Saint Barthelemy,BLM,AMR,,2021,1,0_4,
Saint Barthelemy,BLM,AMR,,2021,1,65+,
Saint Barthelemy,BLM,AMR,,2021,2,0_4,
Saint Barthelemy,BLM,AMR,,2021,8,5_14,
Saint Barthelemy,BLM,AMR,,2021,2,65+,
United States of America,USA,AMR,HIC,2021,10,65+,26178
Cocos (Keeling) Islands,CCK,WPR,,2021,2,65+,
United States of America,USA,AMR,HIC,2021,9,5_14,22
United States of America,USA,AMR,HIC,2021,8,15_64,20433
United States of America,USA,AMR,HIC,2021,6,65+,5056
Saint Barthelemy,BLM,AMR,,2021,3,0_4,
Saint Barthelemy,BLM,AMR,,2021,3,65+,
Saint Barthelemy,BLM,AMR,,2021,4,0_4,
United States of America,USA,AMR,HIC,2021,2,5_14,6
Saint Barthelemy,BLM,AMR,,2021,4,65+,
United States of America,USA,AMR,HIC,2021,11,0_4,20
Sudan,SDN,EMR,LIC,2021,7,0_4,
Saint Barthelemy,BLM,AMR,,2021,4,5_14,
Saint Barthelemy,BLM,AMR,,2021,6,15_64,
Yemen,YEM,EMR,LIC,2021,2,0_4,
Yemen,YEM,EMR,LIC,2021,2,15_64,
Yemen,YEM,EMR,LIC,2021,3,0_4,
Yemen,YEM,EMR,LIC,2021,3,15_64,
Solomon Islands,SLB,WPR,LMC,2021,6,5_14,
Solomon Islands,SLB,WPR,LMC,2021,6,15_64,
Yemen,YEM,EMR,LIC,2021,4,0_4,
Burundi,BDI,AFR,LIC,2021,11,15_64,
Solomon Islands,SLB,WPR,LMC,2021,5,5_14,
Solomon Islands,SLB,WPR,LMC,2021,5,0_4,
Yemen,YEM,EMR,LIC,2021,1,15_64,
Switzerland,CHE,EUR,HIC,2021,8,0_4,0
Solomon Islands,SLB,WPR,LMC,2021,1,65+,
Sudan,SDN,EMR,LIC,2021,2,5_14,0
Switzerland,CHE,EUR,HIC,2021,7,65+,15
Switzerland,CHE,EUR,HIC,2021,4,15_64,27
Switzerland,CHE,EUR,HIC,2021,3,65+,298
Saint Barthelemy,BLM,AMR,,2021,5,65+,
Saint Barthelemy,BLM,AMR,,2021,6,65+,
Saint Barthelemy,BLM,AMR,,2021,7,0_4,
Saint Barthelemy,BLM,AMR,,2021,8,0_4,
Saint Barthelemy,BLM,AMR,,2021,9,15_64,
Solomon Islands,SLB,WPR,LMC,2021,3,65+,
Saint Barthelemy,BLM,AMR,,2021,5,15_64,
Saint Barthelemy,BLM,AMR,,2021,12,65+,
International conveyance (FESCO),XXF,OTHER,,2021,1,0_4,
Saint Barthelemy,BLM,AMR,,2021,10,0_4,
Saint Barthelemy,BLM,AMR,,2021,11,0_4,
Saint Barthelemy,BLM,AMR,,2021,12,15_64,
Burundi,BDI,AFR,LIC,2021,9,0_4,
Burundi,BDI,AFR,LIC,2021,10,15_64,
United States Virgin Islands,VIR,AMR,,2021,2,15_64,
International conveyance (FESCO),XXF,OTHER,,2021,12,15_64,
International conveyance (FESCO),XXF,OTHER,,2021,9,5_14,
International conveyance (FESCO),XXF,OTHER,,2021,8,65+,
Cyprus,CYP,EUR,HIC,2021,12,5_14,0
Saint Barthelemy,BLM,AMR,,2021,12,5_14,
Cyprus,CYP,EUR,HIC,2021,11,5_14,0
Cyprus,CYP,EUR,HIC,2021,9,0_4,
Cyprus,CYP,EUR,HIC,2021,8,0_4,
Cyprus,CYP,EUR,HIC,2021,7,0_4,
Solomon Islands,SLB,WPR,LMC,2021,12,15_64,
Cyprus,CYP,EUR,HIC,2021,2,65+,44
Yemen,YEM,EMR,LIC,2021,1,0_4,
International conveyance (FESCO),XXF,OTHER,,2021,8,5_14,
International conveyance (FESCO),XXF,OTHER,,2021,7,65+,
International conveyance (FESCO),XXF,OTHER,,2021,7,5_14,
International conveyance (FESCO),XXF,OTHER,,2021,3,0_4,
Cyprus,CYP,EUR,HIC,2021,10,15_64,9
Saint Lucia,LCA,AMR,UMC,2021,12,5_14,
Armenia,ARM,EUR,UMC,2021,7,65+,
Armenia,ARM,EUR,UMC,2021,9,0_4,
Saint Helena,SHN,AFR,,2021,12,15_64,
International conveyance (FESCO),XXF,OTHER,,2021,8,15_64,
International conveyance (FESCO),XXF,OTHER,,2021,7,15_64,
International conveyance (FESCO),XXF,OTHER,,2021,6,5_14,
International conveyance (FESCO),XXF,OTHER,,2021,4,65+,
International conveyance (FESCO),XXF,OTHER,,2021,3,65+,
International conveyance (FESCO),XXF,OTHER,,2021,2,65+,
International conveyance (FESCO),XXF,OTHER,,2021,1,65+,
"United Kingdom, Wales",X10,EUR,,2021,1,65+,
"United Kingdom, Wales",X10,EUR,,2021,2,65+,
Saint Helena,SHN,AFR,,2021,11,5_14,
"United Kingdom, Wales",X10,EUR,,2021,3,65+,
"United Kingdom, Wales",X10,EUR,,2021,7,5_14,
Grenada,GRD,AMR,UMC,2021,9,15_64,
Heard Island and McDonald Islands,HMD,WPR,,2021,1,5_14,
Albania,ALB,EUR,UMC,2021,1,15_64,21
Albania,ALB,EUR,UMC,2021,3,15_64,84
Cura�ao,CUW,AMR,HIC,2021,11,65+,4
Cura�ao,CUW,AMR,HIC,2021,10,65+,6
Cura�ao,CUW,AMR,HIC,2021,6,15_64,0
Cura�ao,CUW,AMR,HIC,2021,5,5_14,0
Comoros,COM,AFR,LMC,2021,5,15_64,
"United Kingdom, Wales",X10,EUR,,2021,4,65+,
Cura�ao,CUW,AMR,HIC,2021,4,65+,24
Heard Island and McDonald Islands,HMD,WPR,,2021,1,15_64,
Saint Helena,SHN,AFR,,2021,10,5_14,
Algeria,DZA,AFR,LMC,2021,2,65+,
Saint Helena,SHN,AFR,,2021,6,15_64,
Saint Helena,SHN,AFR,,2021,12,65+,
Grenada,GRD,AMR,UMC,2021,7,15_64,
Grenada,GRD,AMR,UMC,2021,7,5_14,
Sudan,SDN,EMR,LIC,2021,3,15_64,
Grenada,GRD,AMR,UMC,2021,8,15_64,
Sudan,SDN,EMR,LIC,2021,4,15_64,
Sudan,SDN,EMR,LIC,2021,8,5_14,
Sudan,SDN,EMR,LIC,2021,9,5_14,
Saint Helena,SHN,AFR,,2021,11,0_4,
Armenia,ARM,EUR,UMC,2021,1,65+,
Algeria,DZA,AFR,LMC,2021,3,65+,
Antarctica,ATA,,,2021,1,15_64,
Algeria,DZA,AFR,LMC,2021,7,15_64,
International conveyance (FESCO),XXF,OTHER,,2021,12,5_14,
International conveyance (FESCO),XXF,OTHER,,2021,9,15_64,
Saint Helena,SHN,AFR,,2021,1,65+,
Saint Helena,SHN,AFR,,2021,2,65+,
Saint Helena,SHN,AFR,,2021,3,65+,
Saint Helena,SHN,AFR,,2021,4,65+,
Saint Helena,SHN,AFR,,2021,10,0_4,
Armenia,ARM,EUR,UMC,2021,2,65+,
Algeria,DZA,AFR,LMC,2021,1,65+,
Cura�ao,CUW,AMR,HIC,2021,4,5_14,0
Heard Island and McDonald Islands,HMD,WPR,,2021,3,15_64,
"United Kingdom, Wales",X10,EUR,,2021,9,0_4,
Cura�ao,CUW,AMR,HIC,2021,2,15_64,0
Cura�ao,CUW,AMR,HIC,2021,1,5_14,0
Cura�ao,CUW,AMR,HIC,2021,1,0_4,0
"United Kingdom, Wales",X10,EUR,,2021,9,5_14,
Solomon Islands,SLB,WPR,LMC,2021,11,0_4,
Solomon Islands,SLB,WPR,LMC,2021,10,0_4,
Solomon Islands,SLB,WPR,LMC,2021,9,65+,
Solomon Islands,SLB,WPR,LMC,2021,8,65+,
Solomon Islands,SLB,WPR,LMC,2021,7,65+,
"United Kingdom, Wales",X10,EUR,,2021,8,5_14,
Sudan,SDN,EMR,LIC,2021,11,65+,
Switzerland,CHE,EUR,HIC,2021,11,0_4,0
Switzerland,CHE,EUR,HIC,2021,10,65+,129
Switzerland,CHE,EUR,HIC,2021,9,15_64,49
Switzerland,CHE,EUR,HIC,2021,5,65+,103
Switzerland,CHE,EUR,HIC,2021,3,5_14,0
Switzerland,CHE,EUR,HIC,2021,3,15_64,34
Saint Helena,SHN,AFR,,2021,1,15_64,
Saint Helena,SHN,AFR,,2021,2,15_64,
Armenia,ARM,EUR,UMC,2021,4,65+,
Armenia,ARM,EUR,UMC,2021,7,15_64,
Armenia,ARM,EUR,UMC,2021,3,65+,
Heard Island and McDonald Islands,HMD,WPR,,2021,2,15_64,
International conveyance (Diamond Princess),XXJ,OTHER,,2021,1,15_64,
International conveyance (Diamond Princess),XXJ,OTHER,,2021,2,15_64,
Heard Island and McDonald Islands,HMD,WPR,,2021,3,5_14,
Heard Island and McDonald Islands,HMD,WPR,,2021,4,15_64,
Cura�ao,CUW,AMR,HIC,2021,4,0_4,0
Grenada,GRD,AMR,UMC,2021,5,65+,
Grenada,GRD,AMR,UMC,2021,6,65+,
Grenada,GRD,AMR,UMC,2021,10,0_4,
Grenada,GRD,AMR,UMC,2021,11,0_4,
Heard Island and McDonald Islands,HMD,WPR,,2021,7,0_4,
Switzerland,CHE,EUR,HIC,2021,12,0_4,0
Saint Helena,SHN,AFR,,2021,1,0_4,
International conveyance (Diamond Princess),XXJ,OTHER,,2021,1,5_14,
Saint Helena,SHN,AFR,,2021,2,0_4,
Saint Helena,SHN,AFR,,2021,4,0_4,
Saint Helena,SHN,AFR,,2021,9,5_14,
Saint Helena,SHN,AFR,,2021,10,65+,
Saint Helena,SHN,AFR,,2021,11,65+,
Heard Island and McDonald Islands,HMD,WPR,,2021,8,0_4,
Heard Island and McDonald Islands,HMD,WPR,,2021,10,65+,
Heard Island and McDonald Islands,HMD,WPR,,2021,11,65+,
International conveyance (Diamond Princess),XXJ,OTHER,,2021,11,65+,
International conveyance (Diamond Princess),XXJ,OTHER,,2021,4,15_64,
International conveyance (Diamond Princess),XXJ,OTHER,,2021,3,15_64,
Saint Helena,SHN,AFR,,2021,3,0_4,
Armenia,ARM,EUR,UMC,2021,8,0_4,
Solomon Islands,SLB,WPR,LMC,2021,7,5_14,
Solomon Islands,SLB,WPR,LMC,2021,11,15_64,
Christmas Island,CXR,WPR,,2021,4,5_14,
Christmas Island,CXR,WPR,,2021,7,0_4,
Christmas Island,CXR,WPR,,2021,8,0_4,
Christmas Island,CXR,WPR,,2021,9,0_4,
Saint Helena,SHN,AFR,,2021,5,0_4,
Saint Helena,SHN,AFR,,2021,6,0_4,
Saint Helena,SHN,AFR,,2021,8,65+,
Saint Helena,SHN,AFR,,2021,9,65+,
International conveyance (FESCO),XXF,OTHER,,2021,10,0_4,
International conveyance (FESCO),XXF,OTHER,,2021,6,15_64,
Christmas Island,CXR,WPR,,2021,4,15_64,
International conveyance (FESCO),XXF,OTHER,,2021,5,15_64,
International conveyance (FESCO),XXF,OTHER,,2021,4,0_4,
International conveyance (FESCO),XXF,OTHER,,2021,3,5_14,
International conveyance (FESCO),XXF,OTHER,,2021,2,5_14,
International conveyance (FESCO),XXF,OTHER,,2021,2,0_4,
International conveyance (FESCO),XXF,OTHER,,2021,1,5_14,
Cayman Islands,CYM,AMR,HIC,2021,2,5_14,
Solomon Islands,SLB,WPR,LMC,2021,9,5_14,
Solomon Islands,SLB,WPR,LMC,2021,8,5_14,
Cura�ao,CUW,AMR,HIC,2021,11,15_64,0
Cura�ao,CUW,AMR,HIC,2021,8,5_14,0
International conveyance (FESCO),XXF,OTHER,,2021,4,5_14,
Cura�ao,CUW,AMR,HIC,2021,7,15_64,3
Cayman Islands,CYM,AMR,HIC,2021,2,65+,0
Cura�ao,CUW,AMR,HIC,2021,11,0_4,0
Armenia,ARM,EUR,UMC,2021,12,15_64,
Armenia,ARM,EUR,UMC,2021,12,5_14,
Heard Island and McDonald Islands,HMD,WPR,,2021,4,65+,
Heard Island and McDonald Islands,HMD,WPR,,2021,9,0_4,
Heard Island and McDonald Islands,HMD,WPR,,2021,10,5_14,
International conveyance (FESCO),XXF,OTHER,,2021,11,65+,
Switzerland,CHE,EUR,HIC,2021,1,15_64,63
International conveyance (FESCO),XXF,OTHER,,2021,11,5_14,
International conveyance (FESCO),XXF,OTHER,,2021,11,0_4,
International conveyance (FESCO),XXF,OTHER,,2021,10,65+,
Cayman Islands,CYM,AMR,HIC,2021,6,5_14,0
International conveyance (FESCO),XXF,OTHER,,2021,10,5_14,
Saint Helena,SHN,AFR,,2021,6,5_14,
Saint Helena,SHN,AFR,,2021,7,65+,
Saint Helena,SHN,AFR,,2021,10,15_64,
Saint Helena,SHN,AFR,,2021,11,15_64,
Saint Helena,SHN,AFR,,2021,12,0_4,
"United Kingdom, Wales",X10,EUR,,2021,11,65+,
Burundi,BDI,AFR,LIC,2021,10,5_14,
Burundi,BDI,AFR,LIC,2021,11,5_14,
Burundi,BDI,AFR,LIC,2021,12,65+,
Cura�ao,CUW,AMR,HIC,2021,12,0_4,0
Saint Helena,SHN,AFR,,2021,5,5_14,
Solomon Islands,SLB,WPR,LMC,2021,10,15_64,
Solomon Islands,SLB,WPR,LMC,2021,6,65+,
Algeria,DZA,AFR,LMC,2021,12,15_64,
Switzerland,CHE,EUR,HIC,2021,10,5_14,0
Switzerland,CHE,EUR,HIC,2021,9,5_14,0
Saint Helena,SHN,AFR,,2021,5,65+,
Saint Helena,SHN,AFR,,2021,6,65+,
Saint Helena,SHN,AFR,,2021,7,0_4,
Saint Helena,SHN,AFR,,2021,8,0_4,
Saint Helena,SHN,AFR,,2021,9,0_4,
Saint Helena,SHN,AFR,,2021,12,5_14,
International conveyance (FESCO),XXF,OTHER,,2021,12,65+,
International conveyance (FESCO),XXF,OTHER,,2021,9,0_4,
Switzerland,CHE,EUR,HIC,2021,11,15_64,14
International conveyance (FESCO),XXF,OTHER,,2021,8,0_4,
Bahamas,BHS,AMR,HIC,2021,8,65+,52
Bahamas,BHS,AMR,HIC,2021,6,0_4,1
Bahamas,BHS,AMR,HIC,2021,5,15_64,15
Bahamas,BHS,AMR,HIC,2021,5,0_4,0
Bahamas,BHS,AMR,HIC,2021,2,65+,2
Bahamas,BHS,AMR,HIC,2021,1,65+,1
Bahamas,BHS,AMR,HIC,2021,1,0_4,0
Switzerland,CHE,EUR,HIC,2021,5,15_64,19
Saint Helena,SHN,AFR,,2021,5,15_64,
United States Virgin Islands,VIR,AMR,,2021,12,0_4,
International conveyance (FESCO),XXF,OTHER,,2021,7,0_4,
Solomon Islands,SLB,WPR,LMC,2021,5,65+,
United States Virgin Islands,VIR,AMR,,2021,11,65+,
United States Virgin Islands,VIR,AMR,,2021,3,15_64,
Comoros,COM,AFR,LMC,2021,5,5_14,
Algeria,DZA,AFR,LMC,2021,6,15_64,
Saint Helena,SHN,AFR,,2021,1,5_14,
Saint Helena,SHN,AFR,,2021,2,5_14,
Saint Helena,SHN,AFR,,2021,3,5_14,
Saint Helena,SHN,AFR,,2021,4,5_14,
Saint Helena,SHN,AFR,,2021,7,15_64,
Saint Helena,SHN,AFR,,2021,8,15_64,
Saint Helena,SHN,AFR,,2021,9,15_64,
Comoros,COM,AFR,LMC,2021,6,5_14,
United States Virgin Islands,VIR,AMR,,2021,10,65+,
Comoros,COM,AFR,LMC,2021,6,65+,
Cura�ao,CUW,AMR,HIC,2021,5,65+,1
Cura�ao,CUW,AMR,HIC,2021,3,5_14,0
Guernsey,GGY,EUR,,2021,6,65+,
Guernsey,GGY,EUR,,2021,6,5_14,
Guernsey,GGY,EUR,,2021,5,65+,
Guernsey,GGY,EUR,,2021,5,5_14,
Bahamas,BHS,AMR,HIC,2021,10,5_14,0
Bahamas,BHS,AMR,HIC,2021,10,15_64,38
Bahamas,BHS,AMR,HIC,2021,9,65+,79
Guernsey,GGY,EUR,,2021,5,0_4,
Comoros,COM,AFR,LMC,2021,12,65+,
Heard Island and McDonald Islands,HMD,WPR,,2021,6,0_4,
Heard Island and McDonald Islands,HMD,WPR,,2021,12,5_14,
Heard Island and McDonald Islands,HMD,WPR,,2021,12,65+,
International conveyance (CHEFOO),XXG,OTHER,,2021,12,65+,
International conveyance (CHEFOO),XXG,OTHER,,2021,9,5_14,
International conveyance (CHEFOO),XXG,OTHER,,2021,8,5_14,
International conveyance (CHEFOO),XXG,OTHER,,2021,7,5_14,
International conveyance (CHEFOO),XXG,OTHER,,2021,6,15_64,
Congo,COG,AFR,LMC,2021,10,5_14,
Congo,COG,AFR,LMC,2021,11,0_4,
International conveyance (CHEFOO),XXG,OTHER,,2021,5,15_64,
United Republic of Tanzania,TZA,AFR,LMC,2021,1,65+,
Saint Vincent and the Grenadines,VCT,AMR,UMC,2021,3,65+,0
Congo,COG,AFR,LMC,2021,10,0_4,
Saint Vincent and the Grenadines,VCT,AMR,UMC,2021,8,0_4,0
Saint Vincent and the Grenadines,VCT,AMR,UMC,2021,11,15_64,0
Saint Vincent and the Grenadines,VCT,AMR,UMC,2021,11,5_14,0
Saint Vincent and the Grenadines,VCT,AMR,UMC,2021,12,15_64,0
Saint Vincent and the Grenadines,VCT,AMR,UMC,2021,12,5_14,0
Burundi,BDI,AFR,LIC,2021,8,5_14,
Guadeloupe,GLP,AMR,,2021,1,65+,
Guadeloupe,GLP,AMR,,2021,2,65+,
Guadeloupe,GLP,AMR,,2021,3,65+,
Guadeloupe,GLP,AMR,,2021,4,65+,
Guadeloupe,GLP,AMR,,2021,5,0_4,
Saint Vincent and the Grenadines,VCT,AMR,UMC,2021,8,65+,0
Guadeloupe,GLP,AMR,,2021,6,0_4,
Congo,COG,AFR,LMC,2021,8,65+,
Zimbabwe,ZWE,AFR,LMC,2021,3,15_64,0
International conveyance (CHEFOO),XXG,OTHER,,2021,9,0_4,
Azerbaijan,AZE,EUR,UMC,2021,7,65+,0
Azerbaijan,AZE,EUR,UMC,2021,6,65+,0
Azerbaijan,AZE,EUR,UMC,2021,2,65+,0
Antigua and Barbuda,ATG,AMR,HIC,2021,1,15_64,
International conveyance (CHEFOO),XXG,OTHER,,2021,8,0_4,
International conveyance (CHEFOO),XXG,OTHER,,2021,7,0_4,
International conveyance (CHEFOO),XXG,OTHER,,2021,6,65+,
International conveyance (CHEFOO),XXG,OTHER,,2021,5,65+,
Burundi,BDI,AFR,LIC,2021,1,15_64,
Congo,COG,AFR,LMC,2021,7,65+,
Holy See,VAT,EUR,,2021,12,0_4,
Saint Vincent and the Grenadines,VCT,AMR,UMC,2021,2,15_64,0
Saint Vincent and the Grenadines,VCT,AMR,UMC,2021,4,5_14,0
Saint Vincent and the Grenadines,VCT,AMR,UMC,2021,5,5_14,0
Saint Vincent and the Grenadines,VCT,AMR,UMC,2021,6,15_64,0
Saint Vincent and the Grenadines,VCT,AMR,UMC,2021,7,15_64,0
Burundi,BDI,AFR,LIC,2021,2,15_64,
Burundi,BDI,AFR,LIC,2021,3,15_64,
Burundi,BDI,AFR,LIC,2021,7,5_14,
Zimbabwe,ZWE,AFR,LMC,2021,8,65+,0
Zimbabwe,ZWE,AFR,LMC,2021,8,0_4,0
Saint Vincent and the Grenadines,VCT,AMR,UMC,2021,1,5_14,0
Slovakia,SVK,EUR,HIC,2021,5,15_64,90
Croatia,HRV,EUR,HIC,2021,5,15_64,27
Congo,COG,AFR,LMC,2021,11,15_64,
Cambodia,KHM,WPR,LMC,2021,7,5_14,
Azerbaijan,AZE,EUR,UMC,2021,11,65+,0
Azerbaijan,AZE,EUR,UMC,2021,11,5_14,0
Azerbaijan,AZE,EUR,UMC,2021,9,0_4,
Azerbaijan,AZE,EUR,UMC,2021,8,0_4,
Azerbaijan,AZE,EUR,UMC,2021,7,0_4,
Azerbaijan,AZE,EUR,UMC,2021,3,15_64,0
United States Minor Outlying Islands,UMI,AMR,,2021,8,5_14,
Sweden,SWE,EUR,HIC,2021,11,0_4,0
Sweden,SWE,EUR,HIC,2021,7,5_14,0
Aruba,ABW,AMR,HIC,2021,2,65+,13
Sweden,SWE,EUR,HIC,2021,7,0_4,0
Sweden,SWE,EUR,HIC,2021,6,0_4,0
Sweden,SWE,EUR,HIC,2021,2,5_14,0
Saint Vincent and the Grenadines,VCT,AMR,UMC,2021,2,0_4,0
Saint Vincent and the Grenadines,VCT,AMR,UMC,2021,2,5_14,0
Saint Vincent and the Grenadines,VCT,AMR,UMC,2021,4,15_64,0
Saint Vincent and the Grenadines,VCT,AMR,UMC,2021,5,15_64,0
Saint Vincent and the Grenadines,VCT,AMR,UMC,2021,6,0_4,0
Saint Vincent and the Grenadines,VCT,AMR,UMC,2021,7,0_4,0
Saint Vincent and the Grenadines,VCT,AMR,UMC,2021,9,15_64,0
Christmas Island,CXR,WPR,,2021,5,65+,
Sweden,SWE,EUR,HIC,2021,6,5_14,0
Croatia,HRV,EUR,HIC,2021,3,5_14,0
Sudan,SDN,EMR,LIC,2021,3,0_4,
Slovakia,SVK,EUR,HIC,2021,2,5_14,1
Congo,COG,AFR,LMC,2021,11,5_14,
International conveyance (CHEFOO),XXG,OTHER,,2021,12,5_14,
International conveyance (CHEFOO),XXG,OTHER,,2021,11,0_4,
Azerbaijan,AZE,EUR,UMC,2021,12,65+,0
Azerbaijan,AZE,EUR,UMC,2021,12,5_14,0
Guernsey,GGY,EUR,,2021,2,15_64,
Guernsey,GGY,EUR,,2021,1,15_64,
Slovakia,SVK,EUR,HIC,2021,12,15_64,506
International conveyance (CHEFOO),XXG,OTHER,,2021,9,65+,
International conveyance (CHEFOO),XXG,OTHER,,2021,6,5_14,
Sudan,SDN,EMR,LIC,2021,2,0_4,
International conveyance (CHEFOO),XXG,OTHER,,2021,5,5_14,
Saint Vincent and the Grenadines,VCT,AMR,UMC,2021,6,5_14,0
Saint Vincent and the Grenadines,VCT,AMR,UMC,2021,7,5_14,0
Saint Vincent and the Grenadines,VCT,AMR,UMC,2021,11,0_4,0
Saint Vincent and the Grenadines,VCT,AMR,UMC,2021,12,0_4,0
Guadeloupe,GLP,AMR,,2021,12,15_64,
Slovakia,SVK,EUR,HIC,2021,10,5_14,0
Slovakia,SVK,EUR,HIC,2021,9,5_14,0
Slovakia,SVK,EUR,HIC,2021,5,0_4,0
Slovakia,SVK,EUR,HIC,2021,4,0_4,0
Slovakia,SVK,EUR,HIC,2021,3,15_64,583
Saint Vincent and the Grenadines,VCT,AMR,UMC,2021,1,15_64,0
Christmas Island,CXR,WPR,,2021,6,65+,
Slovakia,SVK,EUR,HIC,2021,8,65+,8
Saint Pierre and Miquelon,SPM,AMR,,2021,9,15_64,
Cuba,CUB,AMR,UMC,2021,6,65+,
Cuba,CUB,AMR,UMC,2021,5,65+,
Zambia,ZMB,AFR,LMC,2021,7,65+,0
Zambia,ZMB,AFR,LMC,2021,8,0_4,0
Slovakia,SVK,EUR,HIC,2021,11,5_14,0
Slovakia,SVK,EUR,HIC,2021,11,15_64,369
Slovakia,SVK,EUR,HIC,2021,11,0_4,4
Slovakia,SVK,EUR,HIC,2021,9,15_64,40
Zambia,ZMB,AFR,LMC,2021,8,5_14,0
Slovakia,SVK,EUR,HIC,2021,6,65+,65
Cuba,CUB,AMR,UMC,2021,10,0_4,
Sweden,SWE,EUR,HIC,2021,11,5_14,0
Sweden,SWE,EUR,HIC,2021,1,65+,2053
Sudan,SDN,EMR,LIC,2021,12,5_14,
Saint Pierre and Miquelon,SPM,AMR,,2021,1,65+,
Saint Pierre and Miquelon,SPM,AMR,,2021,2,65+,
Saint Pierre and Miquelon,SPM,AMR,,2021,3,65+,
Sudan,SDN,EMR,LIC,2021,12,65+,
Cambodia,KHM,WPR,LMC,2021,12,65+,
Saint Pierre and Miquelon,SPM,AMR,,2021,4,65+,
Saint Pierre and Miquelon,SPM,AMR,,2021,10,0_4,
Cambodia,KHM,WPR,LMC,2021,9,5_14,
Sweden,SWE,EUR,HIC,2021,8,0_4,0
Cambodia,KHM,WPR,LMC,2021,8,5_14,
United States Virgin Islands,VIR,AMR,,2021,1,65+,
Saint Pierre and Miquelon,SPM,AMR,,2021,11,15_64,
"United Kingdom, Wales",X10,EUR,,2021,1,5_14,
"United Kingdom, Wales",X10,EUR,,2021,2,0_4,
"United Kingdom, Wales",X10,EUR,,2021,3,0_4,
Sudan,SDN,EMR,LIC,2021,1,15_64,35
Sudan,SDN,EMR,LIC,2021,5,15_64,
Aruba,ABW,AMR,HIC,2021,11,65+,5
"United Kingdom, Wales",X10,EUR,,2021,3,5_14,
"United Kingdom, Wales",X10,EUR,,2021,4,0_4,
"United Kingdom, Wales",X10,EUR,,2021,7,15_64,
Burundi,BDI,AFR,LIC,2021,11,0_4,
United States Virgin Islands,VIR,AMR,,2021,2,65+,
Burundi,BDI,AFR,LIC,2021,12,15_64,
Sweden,SWE,EUR,HIC,2021,12,15_64,34
Saint Pierre and Miquelon,SPM,AMR,,2021,1,0_4,
Saint Pierre and Miquelon,SPM,AMR,,2021,1,5_14,
Saint Pierre and Miquelon,SPM,AMR,,2021,2,0_4,
Saint Pierre and Miquelon,SPM,AMR,,2021,3,0_4,
Saint Pierre and Miquelon,SPM,AMR,,2021,3,5_14,
Saint Pierre and Miquelon,SPM,AMR,,2021,4,0_4,
Saint Pierre and Miquelon,SPM,AMR,,2021,5,65+,
Saint Pierre and Miquelon,SPM,AMR,,2021,6,65+,
Saint Pierre and Miquelon,SPM,AMR,,2021,10,15_64,
Sweden,SWE,EUR,HIC,2021,12,5_14,0
Slovakia,SVK,EUR,HIC,2021,9,0_4,0
Guernsey,GGY,EUR,,2021,11,0_4,
Guernsey,GGY,EUR,,2021,4,15_64,
Cuba,CUB,AMR,UMC,2021,11,65+,11
Holy See,VAT,EUR,,2021,7,15_64,
Cuba,CUB,AMR,UMC,2021,9,15_64,
Cuba,CUB,AMR,UMC,2021,8,15_64,
